status,tagline,title,vote_average,vote_count
Released,Rock out with your Glock out,Cop Out,5.3,511
Released,Welcome to the party,How to Be Single,5.9,1201
Released,Inspired by the amazing true story of Winter.,Dolphin Tale,6.7,163
Released,"When you can live forever, what do you live for?",Twilight,5.8,3561
Released,Give a father no options and you leave him no choice.,John Q,7,594
Released,He's A Cop That's Not.,Blue Streak,6.1,352
Released,#NAME?,We're the Millers,6.8,2972
Released,It could happen to you.,Breakdown,6.6,198
Released,Sean Connery is James Bond 007,Never Say Never Again,5.8,338
Released,Kick some past,Hot Tub Time Machine,6,894
Released,WINTER's amazing true story... now has HOPE.,Dolphin Tale 2,6.7,96
Released,The trap is set. The game is on.,Reindeer Games,5.4,173
Released,Love changes a man. Revenge tears him apart.,A Man Apart,5.8,258
Released,Sometimes you have to say goodbye before you can say hello.,Aloha,5.2,692
Released,From the director of A FEW GOOD MEN comes a compelling TRUE STORY.,Ghosts of Mississippi,6.2,40
Released,From the director of 'Shine',Snow Falling on Cedars,6.3,32
Released,You can only defeat it when you believe.,The Rite,5.8,556
Released,There is no gene for the human spirit.,Gattaca,7.5,1808
Released,"Houston, we have a problem!",Space Chimps,5.2,99
Released,,Head of State,5.3,71
Released,Some guys just can't handle Vegas.,The Hangover,7.2,6173
Released,"I'm back, baby!",Austin Powers: The Spy Who Shagged Me,6.2,1011
Released,Have you ever danced with the devil in the pale moonlight?,Batman,7,2096
Released,,There Be Dragons,5.9,27
Released,The magic is back again!,Lethal Weapon 3,6.4,811
Released,Based on the extraordinary true story,The Blind Side,7.2,1597
Released,Real spies...only smaller,Spy Kids,5.5,867
Released,Ever wish your boss was dead?,Horrible Bosses,6.5,2277
Released,Punishment Comes One Way or Another.,True Grit,7.2,1668
Released,Meet Andy Sachs. A million girls would kill to have her job. She's not one of them.,The Devil Wears Prada,7,3088
Released,The human adventure is just beginning.,Star Trek: The Motion Picture,6.2,530
Released,She's having the time of his life,Identity Thief,5.6,1645
Released,There is nothing in the dark that isn't there in the light. Except fear.,Cape Fear,7,675
Released,They proved the Vegas Blackjack System was beatable...by beating the hell out of it.,21,6.5,1375
Released,We All Know One.,Trainwreck,5.9,1181
Released,His house. His rules. Some in-laws were made to be broken.,Guess Who,5.5,225
Released,"In love, there are no boundaries.",The English Patient,7,542
Released,Everything is suspect... Everyone is for sale... And nothing is what it seems.,L.A. Confidential,7.7,1310
Released,Saving The World... One Homework Assignment At A Time.,Sky High,5.8,550
Released,An out-and-out comedy.,In & Out,6.3,177
Released,Our time is up.,Species,5.5,453
Released,"If Nancy Doesn't Wake Up Screaming, She Won't Wake Up At All!",A Nightmare on Elm Street,7.2,1180
Released,Enter The Mind Of A Killer,The Cell,6,436
Released,For the honor of a king. And the destiny of a country. All for one.,The Man in the Iron Mask,6.3,1018
Released,The Impossible True Story,Secretariat,6.8,103
Released,,TMNT,6,345
Released,His courage made them champions.,Radio,6.8,141
Released,Some friends come with a happy ending.,Friends with Benefits,6.5,2237
Released,New neighbors.,Neighbors 2: Sorority Rising,5.6,1462
Released,"Where her book ended, their story began.",Saving Mr. Banks,7.3,1226
Released,,Malcolm X,7.2,370
Released,The sort-of sequel to 'Knocked Up',This Is 40,5.6,896
Released,Life is Not Child-Proof.,Old Dogs,5.2,210
Released,Every war has a beginning.,Underworld: Rise of the Lycans,6.2,1428
Released,First came love... then came Reverend Frank.,License to Wed,5.2,253
Released,Get off the bench and get into the game.,The Benchwarmers,5.2,242
Released,,Must Love Dogs,5.8,140
Released,Based on a true story.,Donnie Brasco,7.4,1147
Released,A secret experiment. A deadly virus. A fatal mistake.,Resident Evil,6.4,2065
Released,They're here.,Poltergeist,7,794
Released,The greatest criminal minds of all time have finally met their match.,The Ladykillers,6,415
Released,When a Man Has Lost Everything. He Only has Revenge,Max Payne,5.2,613
Released,Time Is Power,In Time,6.7,3417
Released,"Fall in love, get married, have a baby. Not necessarily in that order.",The Back-Up Plan,5.7,458
Released,It's a thin line between love and friendship.,Something Borrowed,5.9,296
Released,It's only a flesh wound!,Black Knight,5.1,287
Released,The coach is waiting for his next beer. The pitcher is waiting for her first bra. The team is waiting for a miracle. Consider the possibilities.,The Bad News Bears,6.9,97
Released,The fight to save the world is on!,Street Fighter,4.1,325
Released,Music was his passion. Survival was his masterpiece.,The Pianist,8,1864
Released,Her child would change the world.,The Nativity Story,6.4,35
Released,Prey. Slay. Display,House of Wax,5.5,677
Released,"If you believe in love at first sight, you never stop looking.",Closer,6.7,811
Released,The most powerful man in the world.,J. Edgar,6,741
Released,There is evil...On the other side.,Mirrors,6,485
Released,This time there are no interviews.,Queen of the Damned,5.4,239
Released,Silent. Invisible. Invincible. He's in town with a few days to kill.,Predator 2,5.9,730
Released,A cyber killer has finally found the perfect accomplice: You.,Untraceable,5.9,238
Released,She'd never met anyone like him. He's never met anyone... Period.,Blast from the Past,6.3,245
Released,He'll save every one of us!,Flash Gordon,6.1,233
Released,He wanted it all...but he got more than he bargained for.,Jersey Girl,5.8,325
Released,Don't Ever Cross Alex Cross,Alex Cross,5.1,300
Released,,Midnight in the Garden of Good and Evil,6.3,157
Released,Never make a bet you can't afford to lose.,Heist,5.6,318
Released,You'll Believe That Pigs Can Fly!,Nanny McPhee and the Big Bang,6,436
Released,,Hoffa,6.1,81
Released,"To find the truth, you must believe.",The X Files: I Want to Believe,5.5,523
Released,Get enchanted,Ella Enchanted,5.9,437
Released,Even Legends Need a Hero,Concussion,7,823
Released,They stole his life. He's taking it back.,Abduction,5.6,961
Released,"Some pigeons eat crumbs, others make history.",Valiant,5.2,235
Released,Undependable. Unpredictable. Unforgettable.,Wonder Boys,6.9,161
Released,The greatest Superhero movie of all time! (not counting all the others),Superhero Movie,4.9,379
Released,Proof Can Be a Powerful Weapon.,Broken City,5.7,593
Released,What doesn't kill you makes you stronger.,Cursed,5.1,167
Released,Ride Like Hell,Premium Rush,6.2,832
Released,Armed and Sort-of Dangerous.,Hot Pursuit,5.4,647
Released,"Freedom. Country. Honor. Passion. To save his best friend, one man must risk everything he loves.",The Four Feathers,6.5,159
Released,"To get away clean, you have to play dirty.",Parker,5.7,1455
Released,She's the golden girl. He's the longshot. It's a match made in...,Wimbledon,6,293
Released,He came. He saw. They conquered.,Furry Vengeance,4.6,149
Released,Cleanup on aisle 7.,Bait,5.3,191
Released,A world light-years beyond your imagination.,Krull,5.8,129
Released,"If you don't STAND for something, you might FALL for anything.",Lions for Lambs,6,216
Released,The only thing they can count on is each other.,Flight of the Intruder,5.7,31
Released,Life made him tough. Love made him strong. Music made him hard.,Walk Hard: The Dewey Cox Story,6.6,212
Released,You'll never guess what you'll find inside...,The Shipping News,6.4,108
Released,Sometimes the wrong side of the law is the right place to be.,American Outlaws,5.7,55
Released,Love rules all.,The Young Victoria,7,322
Released,See Your Last Breath,Whiteout,5.3,220
Released,Nothing stands still.,The Tree of Life,6.5,987
Released,There is no substitute.,Knock Off,4.7,64
Released,Leave no loose ends,Sabotage,5.5,555
Released,Every soul has its price.,The Order,4.8,91
Released,Vengeance has a name,Punisher: War Zone,5.6,294
Released,They're going to save the world... as long as they're home for dinner.,Zoom,4.9,135
Released,Dream High.,The Walk,6.9,1121
Released,In a world beyond your imagination a battle for the universe has begun.,Warriors of Virtue,4.7,9
Released,Everything matures... eventually.,A Good Year,6.5,357
Released,Powered by imagination.,Radio Flyer,6.6,53
Released,An epic story of three brothers. Bound by blood. Divided by fate. Driven by destiny.,Bound by Honor,7.7,115
Released,Some Tracks Should Never Be Uncovered.,Smilla's Sense of Snow,6.6,60
Released,Nothing is more desirable or more deadly than a woman with a secret.,Femme Fatale,6.2,142
Released,He was a man of honor in a war without any.,Lion of the Desert,7.4,34
Released,,The Horseman on the Roof,6.7,25
Released,"In a No-man's Land between North and South, You didn't fight for the Blue or the Grey... You fought for your friends and family.",Ride with the Devil,6.6,49
Released,,Black Water Transit,0,0
Released,Run - Remember - Survive,The Maze Runner,7,5371
Released,Best business trip ever.,Unfinished Business,5,320
Released,In a world of tradition. In an age of innocence. They dared to break the rules.,The Age of Innocence,7,169
Released,Death is the road to awe,The Fountain,6.8,827
Released,"This Fall, Action is served on the rocks, with a twist.",Chill Factor,5.3,29
Released,Never steal from the world's greatest thief.,Stolen,5.1,344
Released,Two couples. Two love stories. One epic tale.,The Longest Ride,7.3,1064
Released,How well do you know the one you love?,The Astronaut's Wife,5.4,254
Released,Sometimes the adventure of a lifetime becomes life itself.,I Dreamed of Africa,5.3,18
Released,,Playing for Keeps,5.4,240
Released,It is an ideal for which I am prepared to die.,Mandela: Long Walk to Freedom,6.5,224
Released,Not since Gone With The Wind has there been a great romantic epic like it!,Reds,7.1,67
Released,,A Few Good Men,7.1,877
Released,This Is Gonna Hurt,Exit Wounds,5.3,110
Released,This FBI agent is going undercover... and he's concealing more than a weapon.,Big Momma's House,5.6,506
Released,One lost little cat. One magical adventure.,Thunder and the House of Magic,6.3,121
Released,Survive The Holidays,The Darkest Hour,4.8,469
Released,One Step Can Change Your World,Step Up Revolution,6.7,663
Released,"At 30,000 feet, snakes aren't the deadliest thing on this plane.",Snakes on a Plane,5.1,497
Released,Don't go home alone.,The Watcher,4.9,110
Released,"There is no justice, there is only revenge.",The Punisher,6.1,766
Released,Every Dream Has A Beginning,Goal!: The Dream Begins,6.6,238
Released,She has the code. He is the key.,Safe,6.3,799
Released,A comedy about losing control,Pushing Tin,5.7,116
Released,The Empire Falls...,Return of the Jedi,7.9,4665
Released,Mankind has an expiration date.,Doomsday,5.8,363
Released,Behind the mystery lies a truth that will make you question everything you know.,The Reader,7.2,813
Released,Leave your baggage behind,Wanderlust,5.3,394
Released,"This holiday, discover your inner elf.",Elf,6.4,987
Released,Some things in life just can't be explained.,Phenomenon,6.2,323
Released,Get ready for mush hour!,Snow Dogs,5.3,185
Released,The spirits will move you in odd and hysterical ways.,Scrooged,6.7,390
Released,He's not lean. He's not mean. He's nacho average hero.,Nacho Libre,5.6,359
Released,Save the date,Bridesmaids,6.5,1661
Released,Nothing ruins a party like the end of the world.,This Is the End,6.3,2359
Released,The messenger must be silenced.,Stigmata,6,242
Released,History is made by those who break the rules.,Men of Honor,7,544
Released,Who's Taking Who?,Takers,6,394
Released,It's never too late to start acting like a family,The Big Wedding,5.7,414
Released,Momma's got back-up.,"Big Mommas: Like Father, Like Son",5.3,313
Released,Make Every Second Count,Source Code,7.1,2699
Released,They survived the impossible...by doing the unthinkable.,Alive,6.7,374
Released,First it takes hold of your mind...then it takes hold of your life.,The Number 23,6.3,1018
Released,,The Young and Prodigious T.S. Spivet,6.7,232
Released,Paranoia meets pandemonium.,1941,5.6,143
Released,,Dreamer: Inspired By a True Story,6.3,67
Released,Tom Stall had the perfect life... until he became a hero.,A History of Violence,6.9,832
Released,The Best In The Business Is Back In The Game.,Transporter 2,6.2,1061
Released,Think you are quick enough?,The Quick and the Dead,6.3,427
Released,Love always has the last word.,Laws of Attraction,5.6,104
Released,,Bringing Out the Dead,6.6,225
Released,"For a price, any organ in your body can be replaced. But it can also be repossessed.",Repo Men,6.2,620
Released,"A comedy about losing your heart, finding your inner child and meeting the one friend you've always tried to avoid.",Bogus,5.4,44
Released,Abracatastic!,The Incredible Burt Wonderstone,5.3,724
Released,It's a Jungle Out There!,Cats Don't Dance,7.1,24
Released,,Cradle Will Rock,7.2,18
Released,"If war is Hell, then what comes after?",The Good German,5.9,86
Released,,George and the Dragon,5,13
